  2.040	  3.573	  1.729	  1.065	-17.120	  0.617	  1.072	  2.393	  3.968	  3.697	 -5.090	  3.850	  3.798	 -3.203	  0.951	  5.112	 -4.947	  3.951	  0.117	 -3.529	 -3.691	  5.342	  2.490	  0.881	  0.701	  1.906	 -3.472	 -2.347	  1.057	  1.621	  0.137	  0.086	  0.211	  0.107	  0.218
 -0.905	 -1.178	  1.221	 -5.984	 -0.701	 -5.071	 -1.187	  1.516	  1.630	  1.520	-13.501	 -3.231	  0.524	 -7.715	 -0.169	  1.409	 -0.553	  2.242	  2.584	 -1.828	  1.682	  3.482	  1.184	 -1.498	-12.205	 -1.107	 -9.130	 -0.730	 -2.869	 -0.030	  0.077	  0.146	  0.088	  0.093	  0.235
-18.783	 -2.100	  2.071	  1.858	 -0.848	  1.283	 -2.571	-17.570	 -5.975	 -4.115	 -4.131	  0.221	 -4.965	 -1.916	 -0.463	 -1.951	 -0.243	 -1.836	 -3.353	 -6.609	 -0.980	 -0.071	 -6.025	 -3.922	-14.745	-14.881	 -9.188	 -7.852	-10.011	 -9.751	  0.056	  0.162	  0.083	  0.182	  0.102
  4.756	  2.877	  4.148	  8.377	  2.258	  7.137	  7.356	 -3.156	 -2.526	  6.597	-20.412	  5.781	  6.369	  3.233	  4.398	 -0.087	 -5.668	  1.077	  4.630	 -0.509	  6.464	 -1.224	 -1.872	 -3.916	  1.787	 -3.905	  3.606	  3.419	 -0.873	 -2.003	  0.163	  0.211	  0.186	  0.191	  0.170
  3.072	 -2.170	  2.983	  5.553	-11.413	  2.595	  1.318	  2.010	  4.489	  5.245	  5.624	  5.516	  4.412	  3.163	  2.539	  5.555	  3.885	  1.393	  5.361	  2.001	  6.948	  7.303	  6.839	  2.399	  0.437	  1.165	  0.320	  0.350	  2.597	 -2.651	  0.186	  0.176	  0.122	  0.230	  0.188
  3.735	  4.962	 -0.199	  3.911	 -6.160	 -3.855	  2.782	-16.557	  0.494	  2.364	  1.522	  1.929	  0.656	 -2.632	  1.288	 -5.564	 -0.448	 -2.670	 -3.226	  3.343	 -1.826	  3.623	  2.278	  1.491	 -2.923	  0.838	  0.423	 -4.855	-10.199	 -1.365	  0.106	  0.176	  0.084	  0.219	  0.155
 -0.466	  4.299	 -8.188	  1.967	  2.242	  3.513	 -2.387	  5.034	  0.462	  4.031	  1.903	 -1.484	 -2.785	  1.563	  3.961	 -1.972	  5.548	  4.991	 -3.401	  5.027	  0.530	-11.810	  3.887	 -1.971	  3.248	 -4.913	  1.817	  0.474	  1.618	 -1.005	  0.114	  0.095	  0.229	  0.167	  0.187
  1.180	  1.212	  2.737	  1.587	 -2.648	-22.082	  1.434	 -2.254	 -2.052	  3.278	  2.271	 -2.819	  2.838	  1.900	 -1.743	  2.843	  1.236	  1.686	  1.311	-15.866	 -3.562	  2.452	 -3.800	  0.590	 -6.005	 -0.789	 -7.875	  0.118	 -1.048	 -1.736	  0.102	  0.133	  0.160	  0.168	  0.139
 -4.670	  7.609	  4.440	  3.532	  4.655	 -4.814	 -3.975	  0.401	 -0.882	 -0.167	  2.429	 -0.028	 -4.652	  0.323	 -1.887	-10.705	  0.152	 -1.260	 -1.161	 -0.667	 -0.704	 -4.594	 -3.280	 -6.558	-13.059	 -4.567	 -3.859	 -4.650	-18.043	 -6.726	  0.144	  0.153	  0.161	  0.170	  0.059
 -3.294	 -2.932	  5.444	-11.561	  4.547	  2.865	  3.421	 -4.227	  0.605	  0.288	 -6.739	  2.164	 -1.597	  1.425	 -1.978	  6.113	-19.795	 -0.360	 -2.690	  3.261	  5.164	  3.016	 -9.567	 -3.449	  1.706	  2.133	 -5.837	  1.805	  2.411	  3.939	  0.162	  0.111	  0.158	  0.141	  0.184
 -6.934	 -3.518	 -7.360	 -2.425	 -3.885	 -2.315	 -3.110	  1.401	 -1.400	 -2.082	  0.872	 -3.874	 -0.860	  0.795	  1.934	  1.562	 -6.608	  0.200	 -1.122	 -8.414	  0.262	 -6.392	 -0.871	 -7.968	 -3.422	 -0.445	 -3.794	-15.101	 -0.319	 -3.222	  0.056	  0.054	  0.196	  0.105	  0.177
 -4.522	  6.917	  5.810	  7.382	  6.220	  0.135	  1.088	  5.745	  4.141	  1.666	-10.367	 -2.001	  3.585	  6.525	  4.312	  3.305	  6.716	  4.549	-15.167	 -0.247	  1.171	  4.503	  5.693	  3.989	  4.045	  0.215	  3.104	  3.573	 -0.007	 -0.228	  0.194	  0.095	  0.230	  0.199	  0.163
 -3.439	 -4.119	  2.453	  2.472	 -2.029	  1.034	 -5.472	 -3.924	 -2.851	 -5.122	 -2.258	 -6.816	 -6.945	 -5.962	 -5.650	 -1.216	 -1.768	 -9.133	 -0.171	 -1.185	 -4.844	 -2.862	 -6.947	 -2.547	 -1.135	 -2.689	 -4.760	 -5.078	 -4.281	 -3.048	  0.124	  0.091	  0.081	  0.138	  0.111
  2.297	  2.361	  4.100	 -2.835	  3.485	 -5.016	 -0.334	  3.768	  3.296	  4.565	 -2.065	 -8.567	  4.070	  3.898	  2.103	  6.049	-11.724	  5.805	 -4.645	  2.317	  5.816	 -1.559	  5.466	  5.741	-10.093	  4.190	  2.089	  4.311	  1.015	  5.377	  0.136	  0.108	  0.175	  0.160	  0.241
  5.429	  4.080	  6.143	  4.971	 -0.048	-12.500	  3.715	  2.934	 -2.501	  2.523	 -0.011	  1.430	 -0.550	 -1.153	  2.769	 -1.272	 -0.514	  0.625	  0.478	  0.796	 -0.420	  0.603	 -1.290	-19.035	 -1.308	 -2.708	 -3.639	 -3.120	 -4.848	 -7.881	  0.123	  0.173	  0.147	  0.201	  0.084
-10.980	  2.408	  1.703	  2.516	 -8.033	  0.956	-12.839	  0.013	  0.537	 -7.704	 -3.524	 -1.950	 -3.855	-12.979	 -6.465	 -2.784	 -4.088	 -4.201	 -8.274	 -3.169	-15.019	-14.718	 -6.898	-10.448	 -2.969	-11.120	 -2.481	 -2.388	-17.224	-12.548	  0.063	  0.223	  0.053	  0.079	  0.128
  2.964	  3.279	 -5.705	 -8.440	 -2.998	  2.418	  1.040	  3.295	  2.027	 -0.405	 -1.240	  2.367	 -5.243	 -5.434	  5.420	 -4.225	 -0.590	  5.732	  4.390	 -7.756	 -0.842	 -9.151	  3.103	  3.007	  3.188	  4.491	  4.093	  5.086	  2.297	 -4.880	  0.147	  0.053	  0.187	  0.123	  0.233
  0.215	  2.954	  2.639	  1.771	  3.873	  2.857	  4.455	 -0.585	-10.690	 -0.335	  3.166	 -3.126	  4.797	  2.125	  0.862	 -5.123	  3.795	  5.003	  5.320	  6.291	  5.399	 -6.512	  6.193	  5.743	 -3.220	  2.706	  5.252	  1.365	 -3.266	  4.187	  0.176	  0.139	  0.193	  0.087	  0.246
-11.601	  1.790	  1.961	  0.197	 -8.561	  2.055	  1.864	 -7.063	 -4.124	-17.083	  0.988	 -2.407	  1.191	 -3.830	  0.726	  1.565	 -0.638	 -0.105	 -4.344	 -2.857	 -2.013	  1.323	  0.664	 -1.508	 -1.209	 -3.528	-11.915	 -4.045	 -0.435	-10.111	  0.091	  0.112	  0.132	  0.133	  0.146
  1.986	  0.311	  0.384	 -0.147	  2.333	 -3.399	 -0.335	 -3.923	  0.608	 -0.640	 -2.086	 -5.268	  0.686	  4.461	 -1.881	  1.873	  5.790	  3.191	  7.063	  4.300	 -3.027	  6.262	  7.360	  5.144	  7.593	  7.307	  5.059	  6.031	 -0.531	  2.037	  0.243	  0.071	  0.058	  0.177	  0.235
  5.231	 -0.210	  6.818	  1.185	  7.228	  7.037	  2.684	  1.002	  5.412	 -5.140	  6.486	 -0.910	  1.544	 -2.742	  6.872	-13.624	  5.015	 -0.893	  0.565	  2.364	  6.905	 -4.951	  4.533	  4.734	 -2.733	 -1.337	  1.583	 -0.060	 -0.176	  1.062	  0.105	  0.172	  0.210	  0.248	  0.183
  2.850	  4.331	  9.292	  7.622	  8.119	  4.966	  2.437	  7.650	  6.867	  3.209	  4.755	  2.330	  2.280	  7.833	  8.651	  8.303	  6.989	  7.942	  0.660	  0.847	  4.768	  7.437	  2.367	  5.493	  5.623	  2.438	  1.027	 -4.160	  0.594	  2.519	  0.227	  0.197	  0.224	  0.209	  0.193
 -1.068	 -0.611	 -7.214	 -5.279	 -2.053	 -2.209	 -1.575	 -0.324	 -0.617	 -0.068	  1.152	 -1.141	  0.397	 -3.719	 -0.018	  0.808	 -5.919	 -1.756	-10.609	-32.626	 -7.995	 -1.427	 -0.998	 -3.032	 -7.581	 -5.197	 -4.186	-15.238	 -3.223	 -6.194	  0.080	  0.096	  0.132	  0.180	  0.105
  3.646	  0.839	  4.380	  4.293	  0.656	 -2.416	 -3.874	  2.202	  1.731	  4.328	  2.889	  1.837	 -5.559	  4.707	 -1.406	  2.601	  5.388	 -5.497	  5.575	  6.179	  6.457	  7.093	  3.023	 -1.346	 -1.986	  0.479	  2.946	  0.434	  2.385	  4.133	  0.147	  0.152	  0.067	  0.233	  0.212
-13.060	 -9.910	  2.471	 -0.993	  0.810	 -4.062	 -0.778	 -4.887	 -0.781	 -1.046	 -5.399	 -7.618	-12.060	 -2.369	 -5.415	 -4.520	 -0.142	 -4.219	 -0.505	 -7.993	 -6.462	 -9.433	 -1.512	 -3.949	 -2.648	 -4.795	 -4.204	 -9.298	 -9.969	 -7.996	  0.071	  0.105	  0.073	  0.193	  0.095
 -6.466	  1.442	  3.274	 -4.614	  0.944	  0.018	  0.956	 -6.950	 -2.506	  0.816	 -1.539	 -0.280	-13.466	 -0.718	 -4.437	  0.571	 -2.525	 -4.558	 -0.134	 -0.891	-15.084	-12.308	  1.235	 -6.447	 -0.335	  0.430	 -7.049	  0.247	 -3.293	  0.774	  0.077	  0.219	  0.071	  0.080	  0.182
  3.602	  3.537	  3.183	  6.258	 -1.555	  4.997	  6.937	  4.832	 -5.736	-15.017	  1.694	  2.862	  5.359	 -1.539	 -6.553	  1.544	  0.731	  5.195	  4.608	  6.385	  2.036	  4.587	  0.548	 -4.077	  2.415	  0.223	 -2.785	 -2.652	-11.118	 -2.519	  0.065	  0.202	  0.186	  0.226	  0.216
 -0.668	 -0.491	  5.673	  5.211	  3.345	  3.750	 -4.067	  3.075	 -6.278	  1.805	 -5.088	 -4.143	 -1.718	  4.009	  3.720	  1.788	  2.159	 -4.816	 -6.477	  3.697	  1.444	 -1.628	  2.456	  2.840	  3.322	 -7.210	 -0.818	  2.331	  4.124	  0.209	  0.208	  0.074	  0.212	  0.067	  0.165
 -6.396	 -1.504	 -5.921	-21.477	  3.974	  0.704	 -2.190	  1.587	 -0.046	 -0.144	 -6.980	  0.277	  1.975	 -3.370	 -4.763	 -4.560	  0.481	  1.223	  0.018	 -0.174	 -8.394	 -6.163	 -4.216	 -2.820	 -3.427	 -2.836	 -4.159	-20.056	 -9.359	 -4.266	  0.156	  0.050	  0.120	  0.236	  0.063
 -2.423	 -0.406	  0.329	  5.576	  2.318	  2.815	  1.332	 -0.971	  0.907	 -1.214	 -1.265	 -0.217	 -0.359	 -2.005	 -7.607	 -2.278	 -4.847	 -2.669	 -5.551	 -5.218	 -7.567	 -7.945	-13.959	 -5.169	-11.263	 -9.883	-28.349	 -7.309	-16.925	 -4.416	  0.142	  0.112	  0.217	  0.070	  0.055
  1.748	  2.813	  3.712	  0.309	 -0.402	 -4.925	 -2.413	  0.898	 -5.387	  0.703	 -4.346	 -4.406	 -3.561	 -1.180	  0.370	  0.360	 -1.764	 -3.647	 -2.889	 -6.303	-10.551	 -4.910	 -6.346	 -6.419	-23.203	 -6.582	 -6.004	-17.576	 -7.381	 -8.976	  0.059	  0.100	  0.242	  0.120	  0.061
  0.218	 -1.920	  2.610	  0.159	 -5.768	-18.425	 -5.751	 -2.523	  1.504	 -0.577	  2.255	 -4.041	 -0.656	  0.527	 -2.548	  2.141	 -4.460	  0.743	 -1.232	  2.180	  2.023	 -2.605	 -9.662	 -7.843	  0.886	  1.013	 -1.995	 -2.697	  0.903	-11.173	  0.076	  0.056	  0.206	  0.133	  0.176
 -0.246	-16.407	 -0.285	  2.270	  2.788	  2.854	  2.187	 -7.431	-10.437	  1.124	 -1.935	  1.933	 -7.875	  2.523	 -1.895	  2.153	  2.983	 -3.787	  0.157	  1.195	  2.236	 -2.401	  3.565	 -2.886	  1.367	 -3.787	 -2.279	  1.937	  1.425	 -1.831	  0.198	  0.128	  0.092	  0.146	  0.130
  3.770	  5.724	  7.778	  7.125	  5.547	 -1.349	 -0.805	  3.598	  5.099	 -2.176	 -0.615	 -8.270	  4.364	  6.474	  3.171	  8.059	  5.726	-12.755	  3.399	  6.116	  5.336	  6.664	  6.086	  4.440	  1.446	 -0.861	 -2.969	  3.656	  5.825	  1.454	  0.227	  0.120	  0.226	  0.125	  0.208
  3.835	 -2.720	  7.173	 -8.184	  3.906	  5.263	  3.757	  6.033	  1.398	 -0.188	  1.327	  3.187	 -3.380	  1.756	  4.849	 -4.959	  2.346	 -3.068	 -0.301	 -4.951	  0.491	 -0.540	  1.478	 -1.197	  0.087	 -5.679	 -7.702	 -7.522	 -0.969	-16.655	  0.089	  0.187	  0.201	  0.230	  0.116
  3.934	  3.810	  3.733	 -6.918	  0.738	 -6.459	  5.472	  0.470	  4.195	  4.284	  3.788	  4.540	  0.282	  3.793	  3.207	  3.816	  1.065	  6.120	  6.319	-15.888	 -0.766	  1.992	  3.889	 -2.830	  4.153	  0.614	 -0.590	 -1.486	 -0.749	 -0.981	  0.218	  0.166	  0.086	  0.221	  0.159
 -0.053	-12.382	  2.163	 -8.971	  2.432	  0.689	  1.746	  1.315	  0.471	  1.534	  1.394	 -4.614	 -0.253	 -4.132	  0.585	 -5.252	 -0.942	 -1.328	 -0.601	 -2.278	 -0.863	 -4.699	 -2.391	 -1.319	  1.118	-12.224	 -5.989	 -2.371	 -3.000	 -3.993	  0.053	  0.240	  0.075	  0.089	  0.199
  8.787	  8.324	-10.492	  9.313	 -4.186	 -5.529	  6.900	 -1.739	 -9.681	  1.504	 -0.538	  2.145	  3.601	  2.835	 -1.830	  3.462	  2.774	 -2.339	  1.474	 -1.259	  5.698	  5.961	  5.036	 -4.283	 -1.223	 -1.761	 -2.349	 -1.292	 -5.765	 -4.726	  0.231	  0.218	  0.117	  0.211	  0.108
  3.573	  4.358	 -0.902	  0.128	  1.218	  3.242	 -0.076	 -6.578	  0.851	  2.383	  0.919	-12.341	 -1.031	  3.071	  3.041	  4.766	  2.666	  0.954	 -3.325	  1.761	  3.914	 -1.641	  4.933	  4.383	 -0.026	  2.821	  3.577	  3.874	  1.132	-13.731	  0.147	  0.148	  0.092	  0.172	  0.196
  4.061	 -3.469	  3.496	  2.449	  2.887	 -4.421	  2.275	 -9.433	 -5.213	  0.415	 -6.081	 -9.394	 -5.586	 -7.719	 -4.278	 -6.214	 -5.748	 -4.855	-10.657	 -4.244	 -3.555	 -6.178	 -3.997	 -4.140	 -7.294	 -5.602	-11.706	-12.484	 -4.435	-10.339	  0.126	  0.071	  0.198	  0.115	  0.061
  4.218	  3.477	  6.678	  3.052	 -2.091	 -0.031	  2.253	  0.776	  1.615	 -8.370	 -2.109	 -5.631	  0.956	  0.442	 -8.698	-11.830	  1.330	-13.816	 -3.545	 -4.344	 -2.341	-13.939	 -2.410	 -8.478	 -2.843	 -5.193	-21.967	-15.572	 -2.069	-10.166	  0.176	  0.098	  0.119	  0.161	  0.074
 -3.479	  5.527	  2.301	 -4.263	 -4.436	  2.174	  4.196	 -2.513	  3.254	 -4.569	 -1.746	  2.092	 -5.103	  3.299	  1.818	  2.347	-11.959	 -6.420	 -7.379	 -3.532	  1.407	-14.641	  1.866	 -2.782	  1.850	 -6.028	 -3.613	  1.973	  0.603	 -1.012	  0.187	  0.116	  0.226	  0.060	  0.141
  4.430	  6.602	  7.522	  5.445	  6.289	  5.472	  5.439	  0.449	  1.617	  0.176	  1.659	 -2.505	  6.886	  2.076	 -2.652	  9.486	 -5.539	  4.610	  4.150	  7.416	  0.517	  7.955	  4.275	  5.960	  6.450	 -1.624	 -1.549	  0.120	 -2.373	  1.206	  0.212	  0.114	  0.169	  0.214	  0.224
  1.514	  6.983	  6.098	 -2.202	 -2.926	 -1.287	  2.002	  0.411	  2.753	  2.835	  2.522	  2.707	 -1.943	  4.351	 -2.731	  6.090	  1.433	 -7.312	 -7.980	  2.214	  2.175	 -0.877	  1.744	  2.034	  3.988	  1.166	  0.483	  0.501	  3.841	  4.295	  0.212	  0.115	  0.233	  0.071	  0.172
 -7.924	  1.700	 -0.205	  1.328	  2.878	 -6.530	 -0.031	  2.328	  2.314	  2.141	 -6.065	-10.473	 -1.510	  2.075	  1.486	  4.095	-15.491	  2.570	  0.594	  1.516	 -2.643	 -0.455	  0.997	 -2.436	 -2.163	 -3.023	 -5.863	 -7.832	 -5.008	-10.448	  0.058	  0.050	  0.246	  0.157	  0.157
  2.267	 -0.950	  2.560	 -0.201	 -9.968	 -8.894	  0.242	  0.434	 -6.553	 -2.671	 -0.538	 -1.118	 -1.771	 -9.951	 -4.732	 -3.789	 -0.458	 -8.988	-11.498	 -6.838	 -2.199	 -2.326	 -3.023	 -7.420	 -7.005	 -5.480	 -5.024	 -5.130	 -7.884	 -5.506	  0.105	  0.059	  0.178	  0.091	  0.097
 -0.188	  1.714	 -1.422	  1.672	  0.111	 -0.704	 -0.885	 -3.122	 -0.694	 -8.227	 -5.303	 -2.666	 -2.847	 -2.101	 -2.168	-12.092	 -0.507	 -0.731	 -5.771	 -5.344	 -4.357	 -0.026	 -2.722	  2.190	 -6.344	  1.659	  1.254	 -5.623	  2.659	 -5.541	  0.103	  0.169	  0.058	  0.062	  0.203
  0.917	 -0.393	 -7.612	 -4.738	-17.251	 -1.590	 -0.502	  0.270	  1.676	 -2.208	  1.424	-10.287	 -5.071	 -2.629	 -0.367	  3.612	  3.526	  0.224	 -4.251	  0.157	  3.485	  4.985	  0.673	  1.356	  2.021	 -7.966	  3.212	-19.665	  6.291	  2.144	  0.170	  0.113	  0.106	  0.068	  0.238
  3.747	  3.971	  1.666	  1.085	  3.649	  3.615	  4.929	  2.361	  1.753	  3.282	 -1.463	  1.296	  0.171	 -5.774	  0.472	  1.641	  2.171	 -0.245	 -0.186	 -0.770	  1.166	 -5.765	 -2.040	 -3.001	  0.324	 -1.866	 -4.437	 -3.922	 -2.231	 -7.293	  0.166	  0.223	  0.151	  0.094	  0.112
  6.203	  5.825	  2.276	  8.192	  7.185	-14.341	  5.612	  5.097	  4.278	 -1.124	 -0.911	  2.867	  3.099	  1.881	 -2.056	  2.161	  2.461	  1.900	  1.696	 -0.573	  1.563	 -2.143	  0.704	  0.239	 -3.387	 -2.424	 -6.251	 -4.057	-17.033	-16.644	  0.164	  0.214	  0.192	  0.160	  0.090
  2.847	 -4.094	  5.690	  5.562	  3.526	  4.104	 -8.929	  3.144	  3.333	 -1.615	  1.256	-12.414	  4.026	  1.554	  2.068	  4.641	  1.592	  0.452	 -1.798	-12.217	  3.071	  2.425	  2.211	  1.867	 -2.997	 -7.497	 -6.903	-19.351	-10.934	 -4.987	  0.118	  0.152	  0.199	  0.152	  0.143
  7.047	 -5.123	  7.782	  4.593	  4.240	  2.791	  3.186	-14.875	 -0.682	  1.727	  0.036	 -1.279	  0.419	 -0.258	 -2.935	 -7.028	 -2.673	 -0.014	 -6.961	 -1.914	 -3.587	 -3.987	 -6.681	 -6.650	 -1.114	 -5.499	 -3.636	 -3.505	 -5.419	 -1.499	  0.211	  0.151	  0.121	  0.117	  0.071
  2.443	 -0.193	-10.209	  0.653	  2.047	 -2.994	  0.275	  0.891	 -5.172	-21.715	  0.395	 -0.900	  0.917	-13.082	 -1.662	  0.277	 -1.332	 -3.596	 -0.890	  0.193	 -4.127	 -0.140	 -1.888	 -2.278	 -3.946	 -4.831	 -5.411	 -6.795	 -4.423	-16.067	  0.089	  0.061	  0.142	  0.215	  0.082
  5.674	  5.157	 -3.541	  6.563	 -4.225	 -6.383	 -5.757	  4.873	  6.875	  6.386	  1.619	  2.282	  0.869	  4.948	  7.083	  9.912	  7.508	  4.141	  0.954	  7.083	  8.135	  7.752	  6.400	  1.743	 -6.152	  3.790	 -0.491	  3.702	  5.463	  5.216	  0.198	  0.092	  0.239	  0.223	  0.227
